    67      29   24   0.875E-05     611.71979   117.377
    68      29   25   0.727E-03     611.32971   117.377
    69      30   23   0.705E-05     611.76058   117.378
    70      30   24   0.890E-07     611.73713   117.378
    71      30   25   0.103E-04     611.34685   117.378
    72      30   26   0.718E-03     611.32971   117.378
    73      31   27   0.110E-02     698.54478   150.879
    74      31   28   0.740E-05     698.52191   150.879
    75      31   29   0.356E-07     698.06906   150.879
    76      32   28   0.111E-02     698.54478   150.880
    77      33   27   0.200E-06     699.08317   150.905
    78      33   28   0.992E-05     699.06017   150.905
    79      33   29   0.110E-02     698.60746   150.905
    80      34   27   0.822E-05     699.10087   150.906
    81      34   28   0.770E-07     699.07787   150.906
    82      34   29   0.114E-04     698.62502   150.906
    83      34   30   0.109E-02     698.60746   150.906
!NUMBER OF COLL PARTNERS
1
!COLLISIONS BETWEEN
1 C2H-H2: scaled (*1.365) C2H-He rates from Spielfiedel et al. (2012)
!NUMBER OF COLL TRANS
561
!NUMBER OF COLL TEMPS
20
!COLL TEMPS
      5.0      10.0      15.0      20.0      25.0      30.0      35.0      40.0      45.0      50.0      55.0      60.0      65.0      70.0      75.0      80.0      85.0      90.0      95.0     100.0
! TRANS + UP + LOW + RATE COEFFS(cm^3 s^-1)
      1     2    1     1.78E-12   1.89E-12   1.60E-12   1.32E-12   1.11E-12   9.40E-13   8.11E-13   7.08E-13   6.26E-13   5.58E-13   5.02E-13   4.55E-13   4.15E-13   3.80E-13   3.50E-13   3.24E-13   3.02E-13   2.81E-13   2.63E-13   2.47E-13
      2     3    1     4.34E-12   8.03E-12   8.82E-12   8.71E-12   8.34E-12   7.92E-12   7.52E-12   7.17E-12   6.85E-12   6.58E-12   6.34E-12   6.13E-12   5.95E-12   5.80E-12   5.66E-12   5.54E-12   5.44E-12   5.35E-12   5.27E-12   5.20E-12
      3     3    2     2.86E-12   5.05E-12   5.38E-12   5.20E-12   4.90E-12   4.60E-12   4.32E-12   4.08E-12   3.86E-12   3.68E-12   3.53E-12   3.39E-12   3.27E-12   3.17E-12   3.08E-12   3.01E-12   2.94E-12   2.88E-12   2.82E-12   2.78E-12
      4     4    1     2.77E-13   4.16E-13   3.90E-13   3.40E-13   2.94E-13   2.55E-13   2.23E-13   1.97E-13   1.76E-13   1.58E-13   1.43E-13   1.30E-13   1.19E-13   1.09E-13   1.01E-13   9.37E-14   8.72E-14   8.15E-14   7.63E-14   7.17E-14
      5     4    2     6.92E-12   1.27E-11   1.38E-11   1.36E-11   1.30E-11   1.23E-11   1.16E-11   1.10E-11   1.05E-11   1.01E-11   9.72E-12   9.39E-12   9.11E-12   8.86E-12   8.65E-12   8.46E-12   8.29E-12   8.15E-12   8.02E-12   7.90E-12
      6     4    3     1.21E-12   2.52E-12   3.12E-12   3.52E-12   3.88E-12   4.22E-12   4.57E-12   4.91E-12   5.25E-12   5.58E-12   5.90E-12   6.21E-12   6.50E-12   6.79E-12   7.06E-12   7.32E-12   7.57E-12   7.81E-12   8.03E-12   8.25E-12
      7     5    1     5.37E-12   5.35E-12   4.79E-12   4.29E-12   3.90E-12   3.59E-12   3.34E-12   3.15E-12   2.99E-12   2.86E-12   2.76E-12   2.67E-12   2.59E-12   2.53E-12   2.48E-12   2.43E-12   2.40E-12   2.36E-12   2.33E-12   2.31E-12
      8     5    2     1.07E-11   1.07E-11   9.57E-12   8.58E-12   7.79E-12   7.18E-12   6.69E-12   6.30E-12   5.98E-12   5.72E-12   5.51E-12   5.33E-12   5.19E-12   5.06E-12   4.96E-12   4.87E-12   4.79E-12   4.72E-12   4.67E-12   4.62E-12
      9     5    3     1.39E-12   4.10E-12   6.24E-12   8.08E-12   9.76E-12   1.13E-11   1.28E-11   1.42E-11   1.56E-11   1.69E-11   1.81E-11   1.92E-11   2.03E-11   2.13E-11   2.23E-11   2.32E-11   2.40E-11   2.49E-11   2.57E-11   2.64E-11
     10     5    4     1.39E-12   4.10E-12   6.24E-12   8.08E-12   9.76E-12   1.13E-11   1.28E-11   1.42E-11   1.56E-11   1.69E-11   1.81E-11   1.92E-11   2.03E-11   2.13E-11   2.23E-11   2.32E-11   2.40E-11   2.49E-11   2.57E-11   2.64E-11
     11     6    1     0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00   0.00E+00
     12     6    2     1.61E-11   1.60E-11   1.44E-11   1.29E-11   1.17E-11   1.08E-11   1.00E-11   9.45E-12   8.98E-12   8.59E-12   8.27E-12   8.00E-12   7.78E-12   7.59E-12   7.44E-12   7.30E-12   7.18E-12   7.09E-12   7.00E-12   6.93E-12
     13     6    3     3.30E-17   6.16E-17   7.04E-17   6.97E-17   6.52E-17   5.97E-17   5.43E-17   4.93E-17   4.48E-17   4.09E-17   3.74E-17   3.44E-17   3.17E-17   2.93E-17   2.72E-17   2.54E-17   2.37E-17   2.22E-17   2.08E-17   1.96E-17
     14     6    4     2.77E-12   8.20E-12   1.25E-11   1.62E-11   1.95E-11   2.27E-11   2.57E-11   2.85E-11   3.12E-11   3.37E-11   3.61E-11   3.84E-11   4.05E-11   4.26E-11   4.45E-11   4.64E-11   4.81E-11   4.97E-11   5.13E-11   5.28E-11
     15     6    5     5.12E-14   2.35E-14   1.49E-14   1.10E-14   8.94E-15   7.68E-15   6.85E-15   6.25E-15   5.79E-15   5.43E-15   5.14E-15   4.89E-15   4.67E-15   4.48E-15   4.31E-15   4.15E-15   4.01E-15   3.88E-15   3.76E-15   3.65E-15
     16     7    1     2.12E-12   5.48E-12   7.42E-12   8.77E-12   9.85E-12   1.08E-11   1.16E-11   1.24E-11   1.32E-11   1.39E-11   1.45E-11   1.51E-11   1.57E-11   1.62E-11   1.67E-11   1.72E-11   1.77E-11   1.81E-11   1.85E-11   1.89E-11
     17     7    2     1.48E-12   3.77E-12   5.08E-12   5.97E-12   6.68E-12   7.30E-12   7.86E-12   8.38E-12   8.86E-12   9.31E-12   9.74E-12   1.01E-11   1.05E-11   1.09E-11   1.12E-11   1.15E-11   1.18E-11   1.21E-11   1.24E-11   1.26E-11
     18     7    3     2.42E-12   6.75E-12   8.62E-12   9.26E-12   9.39E-12   9.31E-12   9.15E-12   8.96E-12   8.77E-12   8.59E-12   8.43E-12   8.29E-12   8.17E-12   8.06E-12   7.97E-12   7.89E-12   7.82E-12   7.76E-12   7.71E-12   7.67E-12
     19     7    4     4.39E-13   1.16E-12   1.44E-12   1.52E-12   1.53E-12   1.50E-12   1.46E-12   1.43E-12   1.39E-12   1.36E-12   1.34E-12   1.32E-12   1.30E-12   1.28E-12   1.27E-12   1.27E-12   1.26E-12   1.26E-12   1.26E-12   1.26E-12
     20     7    5     2.23E-13   5.74E-13   7.28E-13   7.89E-13   8.11E-13   8.15E-13   8.11E-13   8.04E-13   7.98E-13   7.93E-13   7.90E-13   7.90E-13   7.92E-13   7.98E-13   8.06E-13   8.16E-13   8.30E-13   8.45E-13   8.62E-13   8.81E-13
     21     7    6     8.25E-18   2.11E-17   2.51E-17   2.47E-17   2.30E-17   2.09E-17   1.89E-17   1.71E-17   1.54E-17   1.40E-17   1.28E-17   1.17E-17   1.08E-17   9.98E-18   9.25E-18   8.60E-18   8.02E-18   7.51E-18   7.04E-18   6.62E-18
     22     8    1     2.63E-14   5.33E-14   5.70E-14   5.41E-14   4.96E-14   4.51E-14   4.10E-14   3.74E-14   3.42E-14   3.14E-14   2.89E-14   2.68E-14   2.49E-14   2.32E-14   2.17E-14   2.03E-14   1.91E-14   1.80E-14   1.71E-14   1.62E-14
     23     8    2     3.57E-12   9.20E-12   1.24E-11   1.47E-11   1.65E-11   1.80E-11   1.95E-11   2.08E-11   2.20E-11   2.31E-11   2.42E-11   2.52E-11   2.62E-11   2.71E-11   2.79E-11   2.87E-11   2.95E-11   3.02E-11   3.09E-11   3.15E-11
     24     8    3     1.09E-13   2.64E-13   3.11E-13   3.17E-13   3.10E-13   2.99E-13   2.88E-13   2.78E-13   2.70E-13   2.63E-13   2.57E-13   2.53E-13   2.51E-13   2.49E-13   2.49E-13   2.50E-13   2.52E-13   2.55E-13   2.58E-13   2.62E-13
     25     8    4     2.75E-12   7.64E-12   9.75E-12   1.05E-11   1.06E-11   1.05E-11   1.03E-11   1.01E-11   9.89E-12   9.69E-12   9.51E-12   9.35E-12   9.21E-12   9.09E-12   8.99E-12   8.90E-12   8.83E-12   8.76E-12   8.71E-12   8.66E-12
     26     8    5     1.28E-13   3.28E-13   4.16E-13   4.51E-13   4.63E-13   4.66E-13   4.63E-13   4.60E-13   4.56E-13   4.53E-13   4.51E-13   4.51E-13   4.53E-13   4.56E-13   4.60E-13   4.67E-13   4.74E-13   4.83E-13   4.93E-13   5.04E-13
     27     8    6     9.58E-14   2.46E-13   3.12E-13   3.38E-13   3.47E-13   3.49E-13   3.48E-13   3.45E-13   3.42E-13   3.40E-13   3.39E-13   3.38E-13   3.40E-13   3.42E-13   3.45E-13   3.50E-13   3.56E-13   3.62E-13   3.69E-13   3.78E-13
     28     8    7     4.45E-13   1.27E-12   1.72E-12   2.03E-12   2.31E-12   2.57E-12   2.84E-12   3.11E-12   3.38E-12   3.65E-12   3.92E-12   4.18E-12   4.44E-12   4.69E-12   4.94E-12   5.18E-12   5.42E-12   5.65E-12   5.87E-12   6.08E-12
     29     9    1     2.45E-12   2.81E-12   3.31E-12   3.87E-12   4.46E-12   5.04E-12   5.62E-12   6.17E-12   6.69E-12   7.19E-12   7.66E-12   8.11E-12   8.54E-12   8.94E-12   9.32E-12   9.68E-12   1.00E-11   1.03E-11   1.07E-11   1.09E-11
     30     9    2     4.40E-12   4.75E-12   5.37E-12   6.13E-12   6.95E-12   7.79E-12   8.61E-12   9.41E-12   1.02E-11   1.09E-11   1.16E-11   1.23E-11   1.29E-11   1.35E-11   1.41E-11   1.46E-11   1.51E-11   1.56E-11   1.60E-11   1.65E-11
     31     9    3     6.48E-13   7.03E-13   7.01E-13   6.94E-13   6.88E-13   6.83E-13   6.81E-13   6.80E-13   6.82E-13   6.87E-13   6.95E-13   7.05E-13   7.18E-13   7.34E-13   7.52E-13   7.72E-13   7.94E-13   8.19E-13   8.44E-13   8.71E-13
     32     9    4     1.69E-12   1.97E-12   1.96E-12   1.90E-12   1.83E-12   1.77E-12   1.72E-12   1.68E-12   1.64E-12   1.61E-12   1.59E-12   1.58E-12   1.57E-12   1.57E-12   1.57E-12   1.57E-12   1.58E-12   1.59E-12   1.60E-12   1.61E-12
     33     9    5     1.38E-11   1.21E-11   1.07E-11   9.75E-12   9.02E-12   8.45E-12   8.02E-12   7.67E-12   7.40E-12   7.18E-12   7.00E-12   6.85E-12   6.73E-12   6.63E-12   6.55E-12   6.48E-12   6.43E-12   6.38E-12   6.34E-12   6.31E-12
     34     9    6     1.38E-16   8.57E-17   5.97E-17   4.46E-17   3.50E-17   2.84E-17   2.36E-17   2.01E-17   1.73E-17   1.52E-17   1.34E-17   1.20E-17   1.08E-17   9.77E-18   8.91E-18   8.17E-18   7.52E-18   6.96E-18   6.46E-18   6.02E-18
     35     9    7     9.03E-14   4.04E-13   7.59E-13   1.14E-12   1.55E-12   1.99E-12   2.45E-12   2.93E-12   3.42E-12   3.93E-12   4.44E-12   4.95E-12   5.46E-12   5.96E-12   6.46E-12   6.96E-12   7.44E-12   7.92E-12   8.39E-12   8.85E-12
     36     9    8     2.22E-13   1.00E-12   1.83E-12   2.62E-12   3.38E-12   4.11E-12   4.83E-12   5.52E-12   6.19E-12   6.84E-12   7.47E-12   8.08E-12   8.67E-12   9.23E-12   9.78E-12   1.03E-11   1.08E-11   1.13E-11   1.18E-11   1.22E-11
     37    10    1     4.87E-13   3.55E-13   2.68E-13   2.13E-13   1.75E-13   1.47E-13   1.27E-13   1.11E-13   9.85E-14   8.83E-14   7.98E-14   7.27E-14   6.67E-14   6.15E-14   5.70E-14   5.31E-14   4.96E-14   4.65E-14   4.38E-14   4.13E-14
     38    10    2     6.36E-12   7.21E-12   8.41E-12   9.79E-12   1.12E-11   1.27E-11   1.41E-11   1.55E-11   1.68E-11   1.80E-11   1.92E-11   2.03E-11   2.14E-11   2.24E-11   2.33E-11   2.42E-11   2.51E-11   2.59E-11   2.66E-11   2.74E-11
     39    10    3     1.26E-12   1.50E-12   1.50E-12   1.44E-12   1.38E-12   1.32E-12   1.27E-12   1.22E-12   1.19E-12   1.16E-12   1.13E-12   1.11E-12   1.09E-12   1.08E-12   1.06E-12   1.06E-12   1.05E-12   1.04E-12   1.03E-12   1.03E-12
     40    10    4     1.08E-12   1.17E-12   1.17E-12   1.16E-12   1.15E-12   1.14E-12   1.13E-12   1.13E-12   1.14E-12   1.15E-12   1.16E-12   1.18E-12   1.20E-12   1.22E-12   1.25E-12   1.29E-12   1.32E-12   1.36E-12   1.41E-12   1.45E-12
     41    10    5     4.61E-12   4.03E-12   3.58E-12   3.25E-12   3.01E-12   2.82E-12   2.67E-12   2.56E-12   2.47E-12   2.39E-12   2.33E-12   2.28E-12   2.24E-12   2.21E-12   2.18E-12   2.16E-12   2.14E-12   2.13E-12   2.11E-12   2.10E-12
     42    10    6     9.23E-12   8.06E-12   7.15E-12   6.50E-12   6.01E-12   5.64E-12   5.35E-12   5.12E-12   4.93E-12   4.78E-12   4.66E-12   4.57E-12   4.49E-12   4.42E-12   4.37E-12   4.32E-12   4.28E-12   4.25E-12   4.23E-12   4.21E-12
     43    10    7     1.97E-13   8.90E-13   1.61E-12   2.27E-12   2.89E-12   3.47E-12   4.00E-12   4.51E-12   4.98E-12   5.42E-12   5.84E-12   6.23E-12   6.60E-12   6.95E-12   7.28E-12   7.59E-12   7.88E-12   8.16E-12   8.42E-12   8.68E-12
     44    10    8     1.16E-13   5.17E-13   9.78E-13   1.48E-12   2.03E-12   2.63E-12   3.27E-12   3.94E-12   4.64E-12   5.35E-12   6.07E-12   6.80E-12   7.52E-12   8.25E-12   8.97E-12   9.68E-12   1.04E-11   1.11E-11   1.17E-11   1.24E-11
     45    10    9     3.68E-12   3.97E-12   4.48E-12   5.11E-12   5.80E-12   6.49E-12   7.18E-12   7.85E-12   8.49E-12   9.10E-12   9.68E-12   1.02E-11   1.08E-11   1.13E-11   1.17E-11   1.22E-11   1.26E-11   1.30E-11   1.34E-11   1.37E-11
     46    11    1     8.34E-14   2.78E-13   3.79E-13   4.26E-13   4.46E-13   4.54E-13   4.57E-13   4.56E-13   4.55E-13   4.54E-13   4.54E-13   4.56E-13   4.58E-13   4.63E-13   4.68E-13   4.75E-13   4.84E-13   4.93E-13   5.03E-13   5.15E-13
     47    11    2     6.44E-14   2.15E-13   2.92E-13   3.27E-13   3.42E-13   3.48E-13   3.49E-13   3.49E-13   3.47E-13   3.46E-13   3.46E-13   3.47E-13   3.49E-13   3.51E-13   3.55E-13   3.60E-13   3.66E-13   3.73E-13   3.81E-13   3.90E-13
     48    11    3     3.73E-12   1.24E-11   1.73E-11   2.03E-11   2.24E-11   2.42E-11   2.57E-11   2.71E-11   2.84E-11   2.96E-11   3.07E-11   3.18E-11   3.28E-11   3.37E-11   3.46E-11   3.55E-11   3.63E-11   3.70E-11   3.78E-11   3.85E-11
     49    11    4     7.08E-13   2.31E-12   3.22E-12   3.78E-12   4.20E-12   4.56E-12   4.90E-12   5.22E-12   5.52E-12   5.82E-12   6.11E-12   6.39E-12   6.66E-12   6.92E-12   7.17E-12   7.42E-12   7.66E-12   7.89E-12   8.11E-12   8.32E-12
     50    11    5     1.43E-13   5.19E-13   7.89E-13   1.01E-12   1.22E-12   1.44E-12   1.67E-12   1.90E-12   2.15E-12   2.41E-12   2.66E-12   2.92E-12   3.18E-12   3.44E-12   3.70E-12   3.95E-12   4.20E-12   4.44E-12   4.69E-12   4.92E-12
     51    11    6     1.97E-17   4.41E-17   4.51E-17   4.07E-17   3.58E-17   3.14E-17   2.77E-17   2.46E-17   2.20E-17   1.98E-17   1.79E-17   1.63E-17   1.49E-17   1.37E-17   1.27E-17   1.18E-17   1.10E-17   1.02E-17   9.58E-18   8.99E-18
     52    11    7     1.05E-12   4.17E-12   6.05E-12   6.99E-12   7.45E-12   7.67E-12   7.76E-12   7.80E-12   7.81E-12   7.81E-12   7.80E-12   7.80E-12   7.80E-12   7.80E-12   7.81E-12   7.82E-12   7.84E-12   7.86E-12   7.89E-12   7.91E-12
     53    11    8     1.16E-13   4.14E-13   5.72E-13   6.42E-13   6.72E-13   6.85E-13   6.91E-13   6.94E-13   6.97E-13   7.00E-13   7.05E-13   7.10E-13   7.17E-13   7.26E-13   7.35E-13   7.46E-13   7.57E-13   7.70E-13   7.83E-13   7.97E-13
     54    11    9     3.12E-14   1.11E-13   1.65E-13   2.05E-13   2.39E-13   2.71E-13   3.02E-13   3.34E-13   3.66E-13   3.98E-13   4.30E-13   4.62E-13   4.94E-13   5.27E-13   5.59E-13   5.91E-13   6.24E-13   6.56E-13   6.89E-13   7.22E-13
     55    11   10     3.21E-14   1.07E-13   1.46E-13   1.63E-13   1.71E-13   1.74E-13   1.75E-13   1.74E-13   1.74E-13   1.73E-13   1.73E-13   1.73E-13   1.74E-13   1.76E-13   1.78E-13   1.80E-13   1.83E-13   1.87E-13   1.91E-13   1.95E-13
     56    12    1     8.22E-16   2.55E-15   3.24E-15   3.40E-15   3.35E-15   3.20E-15   3.03E-15   2.85E-15   2.67E-15   2.51E-15   2.36E-15   2.22E-15   2.10E-15   1.98E-15   1.87E-15   1.78E-15   1.69E-15   1.61E-15   1.53E-15   1.47E-15
     57    12    2     1.47E-13   4.91E-13   6.68E-13   7.49E-13   7.85E-13   7.99E-13   8.03E-13   8.02E-13   8.00E-13   7.98E-13   7.98E-13   8.00E-13   8.05E-13   8.12E-13   8.22E-13   8.34E-13   8.48E-13   8.65E-13   8.83E-13   9.03E-13
     58    12    3     5.74E-14   1.69E-13   2.26E-13   2.67E-13   3.10E-13   3.57E-13   4.10E-13   4.68E-13   5.30E-13   5.95E-13   6.62E-13   7.30E-13   7.99E-13   8.69E-13   9.38E-13   1.01E-12   1.07E-12   1.14E-12   1.21E-12   1.27E-12
     59    12    4     4.39E-12   1.45E-11   2.03E-11   2.38E-11   2.63E-11   2.84E-11   3.02E-11   3.18E-11   3.34E-11   3.48E-11   3.61E-11   3.74E-11   3.86E-11   3.98E-11   4.08E-11   4.19E-11   4.29E-11   4.38E-11   4.47E-11   4.55E-11
     60    12    5     7.94E-14   2.89E-13   4.38E-13   5.60E-13   6.78E-13   7.99E-13   9.26E-13   1.06E-12   1.20E-12   1.34E-12   1.48E-12   1.62E-12   1.77E-12   1.91E-12   2.05E-12   2.19E-12   2.33E-12   2.47E-12   2.60E-12   2.73E-12
     61    12    6     6.35E-14   2.31E-13   3.51E-13   4.48E-13   5.42E-13   6.39E-13   7.40E-13   8.47E-13   9.57E-13   1.07E-12   1.18E-12   1.30E-12   1.41E-12   1.53E-12   1.64E-12   1.76E-12   1.87E-12   1.98E-12   2.08E-12   2.19E-12
     62    12    7     4.71E-14   1.53E-13   2.00E-13   2.17E-13   2.23E-13   2.24E-13   2.25E-13   2.26E-13   2.27E-13   2.30E-13   2.33E-13   2.38E-13   2.43E-13   2.49E-13   2.55E-13   2.63E-13   2.71E-13   2.79E-13   2.88E-13   2.97E-13
     63    12    8     1.12E-12   4.43E-12   6.42E-12   7.41E-12   7.90E-12   8.13E-12   8.23E-12   8.27E-12   8.28E-12   8.28E-12   8.27E-12   8.27E-12   8.27E-12   8.28E-12   8.29E-12   8.31E-12   8.33E-12   8.35E-12   8.38E-12   8.41E-12
     64    12    9     4.61E-14   1.56E-13   2.17E-13   2.50E-13   2.69E-13   2.83E-13   2.95E-13   3.05E-13   3.15E-13   3.25E-13   3.36E-13   3.47E-13   3.58E-13   3.71E-13   3.84E-13   3.97E-13   4.12E-13   4.26E-13   4.41E-13   4.57E-13
     65    12   10     1.72E-14   6.23E-14   9.39E-14   1.18E-13   1.40E-13   1.61E-13   1.82E-13   2.03E-13   2.25E-13   2.46E-13   2.67E-13   2.89E-13   3.10E-13   3.32E-13   3.53E-13   3.74E-13   3.96E-13   4.17E-13   4.38E-13   4.60E-13
     66    12   11     1.75E-13   6.98E-13   1.03E-12   1.26E-12   1.46E-12   1.65E-12   1.83E-12   2.02E-12   2.21E-12   2.41E-12   2.60E-12   2.79E-12   2.99E-12   3.18E-12   3.37E-12   3.55E-12   3.74E-12   3.92E-12   4.09E-12   4.26E-12
     67    13    1     1.30E-13   1.52E-13   1.66E-13   1.76E-13   1.84E-13   1.90E-13   1.95E-13   2.00E-13   2.05E-13   2.10E-13   2.17E-13   2.23E-13   2.31E-13   2.40E-13   2.49E-13   2.59E-13   2.69E-13   2.80E-13   2.92E-13   3.04E-13
     68    13    2     2.91E-13   3.02E-13   3.04E-13   3.04E-13   3.04E-13   3.04E-13   3.05E-13   3.07E-13   3.10E-13   3.14E-13   3.19E-13   3.26E-13   3.34E-13   3.43E-13   3.54E-13   3.66E-13   3.78E-13   3.92E-13   4.07E-13   4.22E-13
     69    13    3     4.77E-13   6.60E-13   8.34E-13   1.04E-12   1.29E-12   1.56E-12   1.85E-12   2.15E-12   2.47E-12   2.79E-12   3.11E-12   3.44E-12   3.76E-12   4.08E-12   4.40E-12   4.71E-12   5.01E-12   5.31E-12   5.60E-12   5.89E-12
     70    13    4     1.56E-12   2.06E-12   2.47E-12   2.90E-12   3.35E-12   3.82E-12   4.29E-12   4.75E-12   5.21E-12   5.66E-12   6.09E-12   6.52E-12   6.93E-12   7.32E-12   7.70E-12   8.07E-12   8.42E-12   8.77E-12   9.10E-12   9.41E-12
     71    13    5     6.93E-12   9.06E-12   1.09E-11   1.25E-11   1.41E-11   1.56E-11   1.71E-11   1.84E-11   1.97E-11   2.09E-11   2.20E-11   2.30E-11   2.40E-11   2.50E-11   2.58E-11   2.67E-11   2.75E-11   2.82E-11   2.89E-11   2.96E-11
     72    13    6     2.82E-17   3.44E-17   3.00E-17   2.49E-17   2.07E-17   1.75E-17   1.50E-17   1.30E-17   1.14E-17   1.01E-17   8.98E-18   8.09E-18   7.33E-18   6.68E-18   6.13E-18   5.64E-18   5.22E-18   4.85E-18   4.52E-18   4.22E-18
     73    13    7     9.02E-14   1.23E-13   1.41E-13   1.61E-13   1.83E-13   2.09E-13   2.36E-13   2.65E-13   2.96E-13   3.27E-13   3.60E-13   3.92E-13   4.25E-13   4.59E-13   4.92E-13   5.26E-13   5.60E-13   5.94E-13   6.28E-13   6.63E-13
     74    13    8     3.97E-13   5.43E-13   5.94E-13   6.18E-13   6.33E-13   6.45E-13   6.57E-13   6.70E-13   6.83E-13   6.98E-13   7.15E-13   7.32E-13   7.51E-13   7.71E-13   7.91E-13   8.13E-13   8.35E-13   8.58E-13   8.82E-13   9.06E-13
     75    13    9     9.44E-12   9.68E-12   9.35E-12   8.97E-12   8.62E-12   8.33E-12   8.09E-12   7.90E-12   7.75E-12   7.63E-12   7.54E-12   7.48E-12   7.43E-12   7.39E-12   7.37E-12   7.36E-12   7.35E-12   7.36E-12   7.36E-12   7.38E-12
